Autor;Título;Catálogo;Descripción;Instrumentación;Fecha;Letras;Comentarios;Edición;Editor;Estreno;URL
Bach, Carl Philipp Emanuel (1714–1788);"Fantasia, F (""Sonaten für Kenner und Liebhaber V"", No. 5)";Wq 59.5;Work for keyboard instruments with or without pedal keyboard;Keyboard;1782;;;CPEB:CWCPEB:CW, I/4.2, S. 69 (Christopher Hogwood, 2009) – Critical report (2009), S. 113;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010018?lang=en
Bach, Carl Philipp Emanuel (1714–1788);"Fantasia, C (""Sonaten für Kenner und Liebhaber V"", No. 6)";Wq 59.6;Work for keyboard instruments with or without pedal keyboard;Keyboard;1784;;;CPEB:CWCPEB:CW, I/4.2, S. 73 (Christopher Hogwood, 2009) – Critical report (2009), S. 113;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010020?lang=en
Bach, Carl Philipp Emanuel (1714–1788);"Rondo, E-flat (""Sonaten für Kenner und Liebhaber VI"", No. 1)";Wq 61.1;Work for keyboard instruments with or without pedal keyboard;Keyboard;1786;;;CPEB:CWCPEB:CW, I/4.2, S. 83 (Christopher Hogwood, 2009) – Critical report (2009), S. 113;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010022?lang=en
Bach, Carl Philipp Emanuel (1714–1788);"Sonata, D (""Sonaten für Kenner und Liebhaber VI"", No. 2)";Wq 61.2;Work for keyboard instruments with or without pedal keyboard;Keyboard;1785;;;CPEB:CWCPEB:CW, I/4.2, S. 88 (Christopher Hogwood, 2009) – Critical report (2009), S. 113;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010024?lang=en
Bach, Carl Philipp Emanuel (1714–1788);"Fantasia, B-flat (""Sonaten für Kenner und Liebhaber VI"", No. 3)";Wq 61.3;Work for keyboard instruments with or without pedal keyboard;Keyboard;1786;;;CPEB:CWCPEB:CW, I/4.2, S. 92 (Christopher Hogwood, 2009) – Critical report (2009), S. 113;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010026?lang=en
Bach, Carl Philipp Emanuel (1714–1788);"Rondo, d (""Sonaten für Kenner und Liebhaber VI"", No. 4)";Wq 61.4;Work for keyboard instruments with or without pedal keyboard;Keyboard;1785;;;CPEB:CWCPEB:CW, I/4.2, S. 97 (Christopher Hogwood, 2009) – Critical report (2009), S. 113;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010028?lang=en
Bach, Carl Philipp Emanuel (1714–1788);"Sonata, e (""Sonaten für Kenner und Liebhaber VI"", No. 5)";Wq 61.5;Work for keyboard instruments with or without pedal keyboard;Keyboard;1785;;;CPEB:CWCPEB:CW, I/4.2, S. 102 (Christopher Hogwood, 2009) – Critical report (2009), S. 113;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010031?lang=en
Bach, Carl Philipp Emanuel (1714–1788);"Fantasia, C (""Sonaten für Kenner und Liebhaber VI"", No. 6)";Wq 61.6;Work for keyboard instruments with or without pedal keyboard;Keyboard;1786;;;CPEB:CWCPEB:CW, I/4.2, S. 106 (Christopher Hogwood, 2009) – Critical report (2009), S. 113;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010033?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Solfeggio, C;Wq 112.10 (= Wq 117.6);Work for keyboard instruments with or without pedal keyboard;Keyboard;1759;;;CPEB:CWCPEB:CW, I/8.1, S. 34 (Peter Wollny, 2006) – Critical report (2006), S. 117;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010036?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Duet, Bb;Wq 115.1 (= Wq n.v. 62);Work for keyboard instruments with or without pedal keyboard;keyboard I, keyboard II;wahrscheinlich nach 1767;;;CPEB:CWCPEB:CW, I/8.2, S. 80 (Peter Wollny, 2005) – Critical report (2005), S. 207;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010038?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Duet, F;Wq 115.2 (= Wq n.v. 63);Work for keyboard instruments with or without pedal keyboard;keyboard I, keyboard II;wahrscheinlich nach 1767;;;CPEB:CWCPEB:CW, I/8.2, S. 84 (Peter Wollny, 2005) – Critical report (2005), S. 207;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010040?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Duet, a;Wq 115.3 (= Wq n.v. 64);Work for keyboard instruments with or without pedal keyboard;keyboard I, keyboard II;wahrscheinlich nach 1767;;;CPEB:CWCPEB:CW, I/8.2, S. 86 (Peter Wollny, 2005) – Critical report (2005), S. 207;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010042?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Duet, Eb;Wq 115.4 (= Wq n.v. 65);Work for keyboard instruments with or without pedal keyboard;keyboard I, keyboard II;wahrscheinlich nach 1767;;;CPEB:CWCPEB:CW, I/8.2, S. 88 (Peter Wollny, 2005) – Critical report (2005), S. 208;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010044?lang=en
Kellner, Johann Peter (1705–1772);Fuga, c;BR‑WFB YA 148;Music for organ;organ;;;"veröffentlicht in C. P. E. Bachs ""Musikalisches Vielerley"" (Hamburg : Bock, 1770) ohne Komponistenangabe (als einziges der dort enthaltenen 73 Werke)";NBANBA, IV/11 (Ulrich Bartels) – Critical report (2004), S. 117ff.;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010048?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Variations with varied repeats, C;Wq 118.10;Work for keyboard instruments with or without pedal keyboard;Keyboard;1777 oder später;;;CPEB:CWCPEB:CW, I/7, S. 73 (Ulrich Leisinger, 2014) – Critical report (2014);M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010055?lang=en
Bach, Carl Philipp Emanuel ? (1714–1788);Triosonate c-Moll;H 592;Chamber music;Flauto oder Violine I, Violine II, Basso continuo;;;Nur die Außensätze bei H 592 und K IV/29 sind identisch, der Mittelsatz ist verschieden.;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010056?lang=en
Bach, Carl Philipp Emanuel ? (1714–1788);Kurze Anweisung zum General-Bass;H 874;Work for keyboard instruments with or without pedal keyboard;Basso continuo;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010057?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Flute Concerto, a;Wq 166;Concerto for solo instrument(s) and accompaniment;flute solo, violin I, violin II, viola, basso continuo;ca. 1750;;;CPEB:CWCPEB:CW, III/4.2, S. 1 (Barthold Kuijken, 2015) – Critical report (2015), S. 139;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010058?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Flute Concerto, Bb;Wq 167;Concerto for solo instrument(s) and accompaniment;flute solo, violin I, violin II, viola, basso continuo;ca. 1751;;;CPEB:CWCPEB:CW, III/4.2, S. 51 (Barthold Kuijken, 2015) – Critical report (2015), S. 146;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010060?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Flute Concerto, A;Wq 168;Concerto for solo instrument(s) and accompaniment;flute solo, violin I, violin II, viola, basso continuo;ca. 1753;;;CPEB:CWCPEB:CW, III/4.2, S. 96 (Barthold Kuijken, 2015) – Critical report (2015), S. 149;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010062?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Flute Concerto, G;Wq 169;Concerto for solo instrument(s) and accompaniment;flute solo, violin I, violin II, viola, basso continuo;;;"EZ EZ 1755 oder später; Flötenfassung von Wq 34 (NV 1790, S. 32, Concerte No. 35; „ist auch für die Flöte gesetzt.“)";CPEB:CWCPEB:CW, III/4.1, S. 87 (Barthold Kuijken, 2016) – Critical report (2016), S. 151;C. Hauck;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010064?lang=en
Bach, Carl Philipp Emanuel (1714–1788);[Collection] Clavier-Cadenzen;Wq 120;Work for keyboard instruments with or without pedal keyboard;Keyboard;;;75 Klavier-Kadenzen zu C. P. E. Bachs Klavier-Konzerten und -Sonaten;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010065?lang=en
Bach, Carl Philipp Emanuel (1714–1788);[Original collection] Sechs Sonaten für Bläser;Wq 184;Chamber music;CrCr, Fl trav, Clt, Fag, 2 ;;;"EZ EZ 1775; Wq 184.1 / H 629 : Sonate D-Dur";CPEB:CWCPEB:CW, II/5, S. 100 (Laura Buch, 2016) – Critical report (2016), S. 220;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010066?lang=en
Bach, Carl Philipp Emanuel (1714–1788);[Original collection] Sechs kleine Stücke oder Märsche;Wq 185;Chamber music;CrCr, Ob, Clt, Fag, 2 ;;;"EZ EZ nach 1768; Wq 185.1 / H 614 : Marsch D-Dur";CPEB:CWCPEB:CW, II/5, S. 119 (Laura Buch, 2016) – Critical report (2016), S. 220;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010068?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Minuet, C;Wq 116.15;Work for keyboard instruments with or without pedal keyboard;Keyboard;;;"EZ EZ 1762 oder eher; vgl. Fassung für 3 Trompeten, Pauken, 2 Flöten, 2 Fagotts, 2 Violinen und Basso continuo, Wq 192 / H 601";;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010069?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Allegro, A;Wq 116.16;Work for keyboard instruments with or without pedal keyboard;Keyboard;1755 oder eher;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010071?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Allegro, G;Wq 116.17;Work for keyboard instruments with or without pedal keyboard;Keyboard;1755 oder eher;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010073?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Minuet, G;Wq 116.29;Work for keyboard instruments with or without pedal keyboard;keyboard;;;vgl. Fassung für 2 Hörner, 2 Flöten, Fagott, 2 Violinen, Basso continuo, Wq 189.3 / H 622;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010075?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Minuet, G;Wq 116.30;Work for keyboard instruments with or without pedal keyboard;keyboard;;;vgl. Fassung für 2 Hörner, 2 Flöten, 2 Violinen, Basso continuo, Wq 189.4 / H 623;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010077?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Minuet, G;Wq 116.31;Work for keyboard instruments with or without pedal keyboard;keyboard;;;vgl. Fassung für 2 Hörner, 2 Flöten, 2 Violinen, Basso continuo, Wq 189.5 / H 624;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010079?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Minuet, F;Wq 116.32;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010081?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Minuet, D;Wq 116.33;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010083?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Polonaise, A;Wq 116.34;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010085?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Minuet, D;Wq 116.35;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010087?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Allegro di molto, A;Wq 116.36;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010089?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Allegro, E;Wq 116.37;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010091?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Allegro, Bb;Wq 116.38;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010093?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Presto, a;Wq 116.39;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010095?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Minuet, D;Wq 116.40;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010097?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Polonaise, F;Wq 116.41;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010099?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Polonaise, A;Wq 116.42;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010101?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Polonaise, Bb;Wq 116.43;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010103?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Polonaise, Eb;Wq 116.44;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010105?lang=en
Bach, Carl Philipp Emanuel (1714–1788);March, F;Wq 116.45;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010107?lang=en
Bach, Carl Philipp Emanuel (1714–1788);March, D;Wq 116.46;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010109?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Menuet, C;Wq 116.47;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010111?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Menuet, G;Wq 116.48;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010113?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Polonaise, D;Wq 116.49;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010115?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Langsam und traurig, a;Wq 116.50;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010117?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Allegro, C;Wq 116.51;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010119?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Allegro ma non troppo, Eb;Wq 116.52;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010121?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Allegro, C;Wq 116.53;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010123?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Allegro, G;Wq 116.54;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010125?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Allegro, Eb;Wq 116.55;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010127?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Allegro, D;Wq 116.56;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010129?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Allegretto grazioso, C;Wq 116.57;Work for keyboard instruments with or without pedal keyboard;keyboard;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010131?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Menuet (Locatelli) with 21 variations, G;Wq 118.7 (= Wq 269);Work for keyboard instruments with or without pedal keyboard;Keyboard;1735;;;CPEB:CWCPEB:CW, I/7, S. 1 (Ulrich Leisinger, 2014) – Critical report (2014);M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010132?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Romance with 12 variations, G;Wq 118.6;Work for keyboard instruments with or without pedal keyboard;Keyboard;1766;;;CPEB:CWCPEB:CW, I/7, S. 52 (Ulrich Leisinger, 2014) – Critical report (2014);M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010134?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Canzonetta (of the Grand-Duchess of Gotha) with 6 variations, F;Wq 118.8;Work for keyboard instruments with or without pedal keyboard;Keyboard;1781;;;CPEB:CWCPEB:CW, I/7, S. 70 (Ulrich Leisinger, 2014) – Critical report (2014);M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010136?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Folies d'Espagne, with 12 variations, d;Wq 118.9 (= Wq 270);Work for keyboard instruments with or without pedal keyboard;Keyboard;1778;;;CPEB:CWCPEB:CW, I/7, S. 59 (Ulrich Leisinger, 2014) – Critical report (2014);M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010138?lang=en
Bach, Carl Philipp Emanuel (1714–1788);[Collection] Fünf kurze und leichte Clavierstücke mit Fingersetzung (Rellstab);Wq 260;Work for keyboard instruments with or without pedal keyboard;Keyboard;;;"EZ EZ 1789; Inhalt:";;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010139?lang=en
Bach, Carl Philipp Emanuel (1714–1788);[Collection] Fünf kurze und leichte Clavierstücke mit Fingersetzung (Birnstiel);Wq 261;Work for keyboard instruments with or without pedal keyboard;Keyboard;;;"EZ EZ 1790; Inhalt:";;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010143?lang=en
Bach, Carl Philipp Emanuel (1714–1788);[Collection] Fünf kurze und leichte Clavierstücke mit Fingersetzung (Linz);Wq 262;Work for keyboard instruments with or without pedal keyboard;Keyboard;;;"EZ EZ 1795; Inhalt:";;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010145?lang=en
Bach, Carl Philipp Emanuel (1714–1788);[Collection] Preludio e sei Sonate pel Organo;Wq 265 (= Wq 70.2‑7, 69);Music for organ;organ;;;1. Wq 70.7 / H 107;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010147?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Trois Sonates pour le Clavecin ou le Piano-Forte;Wq 266;Work for keyboard instruments with or without pedal keyboard;harpsichord or keyboard;;;"EZ EZ 1792; Inhalt:";;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010149?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Kleine leichte Klavierstücke mit der Fingersetzung für Anfänger;Wq 267;Work for keyboard instruments with or without pedal keyboard;Keyboard;;;"EZ EZ 1799-1800; Inhalt:";;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010151?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Sonata, G;Wq 65.12;Work for keyboard instruments with or without pedal keyboard;Harpsichord;1740;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010153?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Sonata, F;Wq 65.18;Work for keyboard instruments with or without pedal keyboard;Harpsichord;1746;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010156?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Sonata, E;Wq 65.29;Work for keyboard instruments with or without pedal keyboard;Harpsichord;1755;;;CPEB:CWCPEB:CW, I/6.4, S. 20 (Charles E. Brewer, 2016) – Critical report (2016), S. 87;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010159?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Sonata, C;Wq 65.35;Work for keyboard instruments with or without pedal keyboard;Harpsichord;1760 oder später;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010161?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Sonata, C;Wq 65.36;Work for keyboard instruments with or without pedal keyboard;Harpsichord;1760 oder später;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010163?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Sonata, e;Wq 65.39;Work for keyboard instruments with or without pedal keyboard;Harpsichord;1763;;;CPEB:CWCPEB:CW, I/6.4, S. 77 (Charles E. Brewer, 2016) – Critical report (2016), S. 87;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010165?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Sonata, D;Wq 65.40;Work for keyboard instruments with or without pedal keyboard;Harpsichord;1763;;;CPEB:CWCPEB:CW, I/6.5, S. 1 (Darrell M. Berg, Pamela Fox, 2017) – Critical report (2017), S. 119;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010167?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Sonata, C;Wq 65.41;Work for keyboard instruments with or without pedal keyboard;Harpsichord;1763;;;CPEB:CWCPEB:CW, I/6.5, S. 8 (Darrell M. Berg, Pamela Fox, 2017) – Critical report (2017), S. 119;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010169?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Sonata, A;Wq 65.43;Work for keyboard instruments with or without pedal keyboard;Harpsichord;1765-66;;;CPEB:CWCPEB:CW, I/6.5, S. 25 (Darrell M. Berg, Pamela Fox, 2017) – Critical report (2017), S. 119;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010171?lang=en
Bach, Carl Philipp Emanuel (1714–1788);[Original collection] 12 little pieces;Wq 81;Chamber music;traverse flute or violin, keyboard;1758;;;CPEB:CWCPEB:CW, II/5, S. 51 (Laura Buch, 2016) – Critical report (2016), S. 209;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010173?lang=en
Bach, Carl Philipp Emanuel (1714–1788);[Original collection] 12 little pieces;Wq 82;Chamber music;traverse flute or violin, keyboard;1769;;;CPEB:CWCPEB:CW, II/5, S. 63 (Laura Buch, 2016) – Critical report (2016), S. 209;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010175?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Sonata, g;Wq 138;Chamber music;violoncello;1740, rev. 1769;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010177?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Duet, d;Wq 141;Chamber music;violin I, violin II;;;"EZ EZ 1752; verschollen";CPEB:CWCPEB:CW, II/5, -- (Laura Buch, 2016) – Critical report (2016), S. 214;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010179?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Duet, C;Wq 142;Chamber music;clarinet I, clarinet II;;;;CPEB:CWCPEB:CW, II/5, S. 80 (Laura Buch, 2016) – Critical report (2016), S. 214;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010181?lang=en
Bach, Carl Philipp Emanuel (1714–1788);[Original collection] 2 little pieces;Wq 186;Chamber music;CrCr, Clt, Fag, 2 ;;;"EZ EZ nach 1767; 1. C-Dur";CPEB:CWCPEB:CW, II/5 (Laura Buch) – Critical report (2016), S. 220;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010183?lang=en
Bach, Carl Philipp Emanuel (1714–1788);[Original Collection] 2 marches;Wq 187;Chamber music;CrCr, Ob, Fag, 2 ;;;"EZ EZ unklar; 1. F-Dur";CPEB:CWCPEB:CW, II/5, S. 126 (Laura Buch, 2016) – Critical report (2016), S. 220;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010185?lang=en
Bach, Carl Philipp Emanuel (1714–1788);March, C;Wq 188;Chamber music;trumpet I, trumpet II, trumpet III, timpani;nach 1767;;;CPEB:CWCPEB:CW, II/5, S. 130 (Laura Buch, 2016) – Critical report (2016), S. 220;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010187?lang=en
Bach, Carl Philipp Emanuel (1714–1788);[Original collection] 8 Menuette mit Trios für verschiedene Instrumente;Wq 189;Chamber music;2 Klar, 2 Fl, 2 Vl, Bc;;;Wq 189.2 / H 603 : Menuett D-Dur;CPEB:CWCPEB:CW, II/5, S. 132 (Laura Buch, 2016) – Critical report (2016), S. 220;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010189?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Menuet, D;Wq 189.1;Chamber music;traverse flute I, traverse flute II, clarinet I, clarinet II, violin I, violin II, basso continuo;wahrscheinlich 1762-1765;;;CPEB:CWCPEB:CW, II/5, S. 132 (Laura Buch, 2016) – Critical report (2016), S. 220;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010191?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Menuet, D;Wq 189.2;Chamber music;traverse flute I, traverse flute II, clarinet I, clarinet II, violin I, violin II, basso continuo;wahrscheinlich 1762-1765;;;CPEB:CWCPEB:CW, II/5, S. 134 (Laura Buch, 2016) – Critical report (2016), S. 220;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010193?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Menuet, G;Wq 189.3;Chamber music;horn I, horn II, traverse flute I, traverse flute II, bassoon, violin I, violin II, basso continuo;wahrscheinlich vor 1768;;;CPEB:CWCPEB:CW, II/5, S. 136 (Laura Buch, 2016) – Critical report (2016), S. 220;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010195?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Menuet, G;Wq 189.4;Chamber music;horn I, horn II, traverse flute I, traverse flute II, violin I, violin II, basso continuo;wahrscheinlich vor 1768;;;CPEB:CWCPEB:CW, II/5, S. 139 (Laura Buch, 2016) – Critical report (2016), S. 220;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010197?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Menuet, G;Wq 189.5;Chamber music;horn I, horn II, traverse flute I, traverse flute II, violin I, violin II, basso continuo;wahrscheinlich vor 1768;;;CPEB:CWCPEB:CW, II/5, S. 141 (Laura Buch, 2016) – Critical report (2016), S. 220;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010199?lang=en
